AIDS診斷年份,AIDS診斷月份,縣市別,性別,診斷年齡分組,個案數
2000,5,新北市,男,35-44,1
2000,5,新北市,男,45-54,2
2000,5,新北市,男,55-64,1
2000,6,台北市,男,25-34,1
2000,6,台北市,男,65以上,2
2000,6,台南市,男,15-24,1
2000,6,台南市,男,35-44,1
2000,6,台南市,男,45-54,1
2000,6,台南市,男,65以上,1
2000,6,屏東縣,男,35-44,1
2000,6,桃園市,女,45-54,1
2000,6,桃園市,男,65以上,1
2000,6,高雄市,男,35-44,1
2000,6,基隆市,女,45-54,1
2000,6,基隆市,男,55-64,1
2000,6,新北市,男,25-34,1
2000,6,新北市,男,35-44,2
2000,6,新北市,男,45-54,1
2000,6,新竹縣,男,25-34,1
2000,7,台中市,男,25-34,1
2000,7,台中市,男,35-44,1
2000,7,台中市,男,45-54,1
2000,7,台南市,男,25-34,1
2000,7,南投縣,男,25-34,1
2000,7,屏東縣,男,55-64,1
2000,7,高雄市,男,25-34,3
2000,7,基隆市,男,45-54,1
2000,7,雲林縣,男,65以上,1
2000,7,新北市,男,25-34,1
2000,7,新北市,男,35-44,3
2000,7,嘉義縣,男,55-64,1
2000,8,台中市,男,25-34,3
2000,8,台中市,男,35-44,1
2000,8,台中市,男,45-54,1
2000,8,台北市,男,15-24,1
2000,8,台北市,男,25-34,1
2000,8,台北市,男,35-44,1
2000,8,花蓮縣,男,35-44,1
2000,8,屏東縣,男,35-44,1
2000,8,桃園市,男,15-24,2
2000,8,桃園市,男,25-34,3
2000,8,高雄市,男,15-24,1
2000,8,高雄市,男,25-34,1
2000,8,基隆市,男,35-44,1
2000,8,新北市,女,25-34,1
2000,8,新北市,女,45-54,1
2000,8,新北市,男,35-44,1
2000,8,新北市,男,55-64,1
2000,8,彰化縣,男,25-34,1
2000,8,彰化縣,男,35-44,1
2000,9,台北市,男,25-34,1
2000,9,台北市,男,35-44,2
2000,9,台南市,男,45-54,1
2000,9,宜蘭縣,男,35-44,1
2000,9,高雄市,男,45-54,1
2000,9,基隆市,男,45-54,1
2000,9,基隆市,男,65以上,1
2000,9,新北市,男,25-34,1
2000,9,新北市,男,55-64,1
2000,9,嘉義市,女,25-34,1
2000,10,台中市,男,45-54,1
2000,10,台北市,男,45-54,1
2000,10,台北市,男,65以上,1
2000,10,台南市,男,25-34,1
2000,10,屏東縣,男,25-34,1
2000,10,苗栗縣,男,25-34,1
2000,10,桃園市,女,45-54,1
2000,10,桃園市,男,45-54,1
2000,10,雲林縣,女,25-34,1
2000,10,新北市,女,25-34,1
2000,10,新北市,男,15-24,1
2000,10,新北市,男,25-34,2
2000,10,新北市,男,35-44,2
2000,11,台中市,男,25-34,2
2000,11,台中市,男,35-44,2
2000,11,台中市,男,45-54,1
2000,11,台中市,男,55-64,1
2000,11,台北市,女,45-54,1
2000,11,台北市,男,25-34,1
2000,11,台北市,男,35-44,1
2000,11,台南市,男,25-34,1
2000,11,屏東縣,男,25-34,1
2000,11,屏東縣,男,35-44,1
2000,11,桃園市,男,25-34,1
2000,11,高雄市,男,25-34,1
2000,11,新北市,男,25-34,1
2000,11,新北市,男,35-44,2
2000,11,彰化縣,男,45-54,1
2000,11,澎湖縣,女,35-44,1
2000,12,台中市,男,25-34,2
2000,12,台中市,男,35-44,2
2000,12,台中市,男,45-54,1
2000,12,台北市,男,25-34,1
2000,12,台北市,男,55-64,1
2000,12,高雄市,女,25-34,1
2000,12,高雄市,男,25-34,1
2000,12,新北市,男,35-44,1
2000,12,新北市,男,55-64,1
2000,12,新竹縣,男,35-44,1
2000,12,嘉義縣,男,25-34,1
2000,12,澎湖縣,男,25-34,1
2001,1,台中市,男,55-64,1
2001,1,台南市,男,35-44,3
2001,1,台南市,男,45-54,1
2001,1,花蓮縣,男,25-34,1
2001,1,屏東縣,男,45-54,1
2001,1,桃園市,男,35-44,1
2001,1,桃園市,男,65以上,1
2001,1,高雄市,男,45-54,1
2001,1,新北市,男,35-44,2
2001,1,彰化縣,男,25-34,1
2001,2,台中市,男,25-34,1
2001,2,台北市,男,35-44,2
2001,2,台南市,男,25-34,1
2001,2,台南市,男,35-44,1
2001,2,花蓮縣,女,15-24,1
2001,2,南投縣,男,35-44,1
2001,2,桃園市,男,25-34,1
2001,2,高雄市,男,45-54,1
2001,2,新北市,男,25-34,2
2001,3,台中市,男,65以上,1
2001,3,台北市,男,25-34,2
2001,3,台北市,男,35-44,1
2001,3,台南市,男,25-34,1
2001,3,台南市,男,35-44,1
2001,3,台南市,男,45-54,2
2001,3,宜蘭縣,男,25-34,2
2001,3,屏東縣,男,35-44,2
2001,3,高雄市,男,35-44,1
2001,3,新北市,女,45-54,1
2001,3,新北市,男,35-44,1
2001,4,台中市,女,15-24,1
2001,4,台中市,男,35-44,1
2001,4,台北市,男,15-24,1
2001,4,台北市,男,45-54,1
2001,4,台南市,男,15-24,1
2001,4,屏東縣,男,35-44,1
2001,4,桃園市,男,25-34,1
2001,4,桃園市,男,35-44,1
2001,4,雲林縣,男,35-44,1
2001,4,新北市,男,25-34,2
2001,4,新北市,男,45-54,1
2001,4,新北市,男,55-64,2
2001,4,嘉義縣,男,35-44,1
2001,4,彰化縣,男,25-34,1
2001,5,台中市,男,25-34,2
2001,5,台中市,男,35-44,1
2001,5,台北市,女,55-64,1
2001,5,台北市,男,25-34,1
2001,5,台北市,男,35-44,2
2001,5,屏東縣,男,45-54,1
2001,5,屏東縣,男,65以上,1
2001,5,桃園市,男,35-44,1
2001,5,桃園市,男,45-54,1
2001,5,高雄市,女,35-44,2
2001,5,高雄市,男,35-44,1
2001,5,新北市,男,25-34,1
2001,5,嘉義縣,男,65以上,1
2001,5,彰化縣,男,35-44,1
2001,5,彰化縣,男,55-64,1
2001,6,台中市,男,25-34,2
2001,6,台中市,男,35-44,1
2001,6,台中市,男,45-54,1
2001,6,台北市,女,35-44,1
2001,6,台北市,男,25-34,1
2001,6,台北市,男,45-54,1
2001,6,台北市,男,65以上,1
2001,6,台南市,男,15-24,1
2001,6,花蓮縣,男,55-64,1
2001,6,桃園市,男,25-34,1
2001,6,桃園市,男,45-54,1
2001,6,高雄市,男,25-34,1
2001,6,新北市,男,25-34,2
2001,6,新北市,男,35-44,1
2001,6,彰化縣,男,25-34,1
2001,7,台中市,女,15-24,1
2001,7,台中市,男,35-44,1
2001,7,台中市,男,45-54,1
2001,7,台北市,男,25-34,1
2001,7,台北市,男,35-44,1
2001,7,台南市,男,35-44,1
2001,7,台南市,男,45-54,2
2001,7,台南市,男,55-64,1
2001,7,桃園市,男,35-44,1
2001,7,高雄市,男,25-34,1
2001,7,高雄市,男,45-54,2
2001,7,新北市,男,35-44,1
2001,8,台北市,男,25-34,1
2001,8,台北市,男,45-54,1
2001,8,台南市,男,55-64,1
2001,8,台南市,男,65以上,1
2001,8,屏東縣,男,25-34,1
2001,8,屏東縣,男,35-44,1
2001,8,桃園市,男,35-44,2
2001,8,高雄市,男,25-34,1
2001,8,新北市,女,35-44,1
2001,8,新北市,男,25-34,3
2001,8,新北市,男,35-44,1
2001,9,台中市,女,25-34,1
2001,9,台中市,男,55-64,1
2001,9,台北市,男,35-44,1
2001,9,台北市,男,55-64,1
2001,9,台南市,女,45-54,1
2001,9,台南市,男,25-34,1
2001,9,宜蘭縣,女,45-54,1
2001,9,花蓮縣,男,15-24,1
2001,9,高雄市,男,25-34,1
2001,9,新北市,男,25-34,1
2001,9,新北市,男,35-44,1
2001,9,新北市,男,55-64,1
2001,10,台中市,男,25-34,1
2001,10,台北市,男,25-34,1
2001,10,台北市,男,35-44,1
2001,10,台南市,男,45-54,2
2001,10,南投縣,男,35-44,1
2001,10,桃園市,男,25-34,1
2001,10,桃園市,男,35-44,1
2001,10,高雄市,男,15-24,1
2001,10,高雄市,男,35-44,1
2001,10,新北市,男,35-44,1
2001,10,嘉義市,男,45-54,1
2001,11,台中市,男,35-44,1
2001,11,台北市,男,35-44,1
2001,11,台北市,男,45-54,1
2001,11,台南市,男,45-54,1
2001,11,南投縣,男,55-64,1
2001,11,桃園市,男,25-34,1
2001,11,高雄市,男,25-34,1
2001,11,高雄市,男,35-44,3
2001,11,嘉義縣,男,25-34,1
2001,12,台中市,男,35-44,1
2001,12,台北市,男,35-44,1
2001,12,台南市,男,25-34,1
2001,12,苗栗縣,女,25-34,1
2001,12,桃園市,女,25-34,1
2001,12,高雄市,男,25-34,1
2001,12,高雄市,男,35-44,1
2001,12,高雄市,男,45-54,1
2001,12,基隆市,男,25-34,1
2001,12,新北市,男,35-44,3
2001,12,新北市,男,55-64,1
2001,12,彰化縣,男,25-34,1
2002,1,台中市,男,45-54,1
2002,1,台中市,男,55-64,1
2002,1,台南市,男,25-34,1
2002,1,台南市,男,35-44,1
2002,1,南投縣,男,35-44,1
2002,1,新北市,男,35-44,1
2002,2,台東縣,男,15-24,1
2002,2,高雄市,男,35-44,1
2002,2,新北市,男,25-34,1
2002,3,台中市,男,35-44,1
2002,3,台北市,男,25-34,2
2002,3,台北市,男,35-44,2
2002,3,台北市,男,45-54,1
2002,3,台南市,男,25-34,1
2002,3,屏東縣,男,35-44,2
2002,3,高雄市,男,25-34,2
2002,3,高雄市,男,35-44,2
2002,3,新北市,男,35-44,2
2002,3,新北市,男,45-54,1
2002,3,新竹市,男,35-44,1
2002,3,嘉義市,男,35-44,1
2002,4,台中市,男,15-24,1
2002,4,台中市,男,25-34,1
2002,4,台中市,男,35-44,3
2002,4,台中市,男,55-64,2
2002,4,台北市,女,45-54,1
2002,4,台北市,男,25-34,2
2002,4,台北市,男,35-44,1
2002,4,台南市,男,25-34,1
2002,4,宜蘭縣,女,25-34,1
2002,4,宜蘭縣,男,15-24,1
2002,4,宜蘭縣,男,45-54,1
2002,4,南投縣,女,55-64,1
2002,4,高雄市,男,35-44,2
2002,4,高雄市,男,55-64,1
2002,4,雲林縣,女,25-34,1
2002,4,新北市,男,35-44,2
2002,4,新北市,男,55-64,1
2002,5,台中市,女,25-34,1
2002,5,台中市,女,35-44,1
2002,5,台北市,男,25-34,1
2002,5,台北市,男,35-44,1
2002,5,台南市,男,25-34,1
2002,5,台南市,男,35-44,1
2002,5,宜蘭縣,男,35-44,1
2002,5,宜蘭縣,男,65以上,1
2002,5,桃園市,男,25-34,1
2002,5,桃園市,男,35-44,1
2002,5,高雄市,男,15-24,1
2002,5,高雄市,男,25-34,1
2002,5,高雄市,男,35-44,1
2002,5,新北市,男,45-54,1
2002,5,新北市,男,55-64,1
2002,5,新竹縣,女,25-34,1
2002,6,台中市,女,35-44,1
2002,6,台中市,男,45-54,1
2002,6,台北市,男,25-34,1
2002,6,台南市,男,35-44,2
2002,6,桃園市,男,25-34,1
2002,6,高雄市,女,15-24,1
2002,6,高雄市,男,25-34,1
2002,6,基隆市,男,35-44,1
2002,6,雲林縣,男,35-44,1
2002,6,新北市,女,25-34,1
2002,6,新北市,男,35-44,3
2002,7,台中市,女,35-44,1
2002,7,台北市,男,35-44,2
2002,7,花蓮縣,男,25-34,1
2002,7,苗栗縣,男,25-34,1
2002,7,高雄市,男,25-34,1
2002,7,高雄市,男,45-54,1
2002,7,新北市,女,65以上,1
2002,7,新北市,男,25-34,1
2002,7,新北市,男,45-54,1
2002,7,彰化縣,男,35-44,1
2002,7,彰化縣,男,55-64,1
2002,7,彰化縣,男,65以上,1
2002,8,台中市,男,25-34,1
2002,8,台中市,男,35-44,1
2002,8,台北市,女,55-64,1
2002,8,台北市,男,35-44,1
2002,8,台北市,男,45-54,2
2002,8,台東縣,男,25-34,1
2002,8,台南市,男,25-34,1
2002,8,台南市,男,35-44,1
2002,8,台南市,男,55-64,1
2002,8,台南市,男,65以上,1
2002,8,宜蘭縣,男,35-44,1
2002,8,花蓮縣,男,35-44,1
2002,8,南投縣,男,35-44,1
2002,8,屏東縣,男,35-44,1
2002,8,新北市,男,25-34,1
2002,8,新北市,男,35-44,1
2002,8,新北市,男,45-54,1
2002,8,嘉義縣,男,45-54,1
2002,8,彰化縣,男,25-34,1
2002,9,台北市,男,25-34,1
2002,9,台北市,男,35-44,1
2002,9,台北市,男,65以上,2
2002,9,台南市,男,25-34,2
2002,9,南投縣,男,65以上,1
2002,9,屏東縣,男,35-44,1
2002,9,桃園市,男,45-54,1
2002,9,高雄市,男,45-54,1
2002,9,新北市,男,25-34,1
2002,9,新北市,男,35-44,2
2002,9,新北市,男,45-54,1
2002,10,台中市,女,45-54,1
2002,10,台中市,男,65以上,1
2002,10,台北市,男,25-34,3
2002,10,台南市,女,0-14,1
2002,10,台南市,男,35-44,1
2002,10,宜蘭縣,男,25-34,1
2002,10,南投縣,男,35-44,1
2002,10,高雄市,女,45-54,1
2002,10,高雄市,男,25-34,2
2002,10,高雄市,男,35-44,1
2002,10,高雄市,男,55-64,1
2002,10,新北市,男,15-24,2
2002,10,新北市,男,25-34,2
2002,10,新北市,男,45-54,1
2002,10,嘉義市,男,35-44,1
2002,11,台中市,男,25-34,2
2002,11,台中市,男,45-54,1
2002,11,台北市,男,25-34,1
2002,11,台東縣,男,35-44,1
2002,11,台南市,女,45-54,1
2002,11,台南市,男,65以上,1
2002,11,桃園市,男,25-34,1
2002,11,桃園市,男,35-44,1
2002,11,高雄市,男,25-34,1
2002,11,高雄市,男,35-44,1
2002,11,基隆市,男,55-64,1
2002,11,新北市,男,25-34,1
2002,11,新北市,男,35-44,2
2002,11,新北市,男,45-54,1
2002,11,新竹縣,男,35-44,1
2002,12,台中市,男,25-34,2
2002,12,台中市,男,35-44,2
2002,12,台北市,男,25-34,1
2002,12,台南市,男,25-34,1
2002,12,花蓮縣,男,15-24,1
2002,12,桃園市,男,45-54,1
2002,12,高雄市,男,15-24,1
2002,12,新北市,男,25-34,3
2002,12,新北市,男,35-44,3
2002,12,新北市,男,55-64,1
2002,12,嘉義市,男,45-54,1
2003,1,台中市,男,25-34,2
2003,1,台北市,男,35-44,1
2003,1,台南市,男,15-24,1
2003,1,花蓮縣,男,45-54,1
2003,1,南投縣,男,45-54,1
2003,1,桃園市,男,25-34,1
2003,1,桃園市,男,35-44,1
2003,1,高雄市,男,25-34,2
2003,1,高雄市,男,35-44,1
2003,1,新北市,男,15-24,1
2003,1,新北市,男,35-44,1
2003,1,新北市,男,45-54,1
2003,1,嘉義縣,男,25-34,1
2003,1,嘉義縣,男,35-44,1
2003,1,彰化縣,女,35-44,1
2003,1,彰化縣,男,45-54,1
2003,2,台中市,女,35-44,1
2003,2,台中市,男,25-34,1
2003,2,台中市,男,35-44,1
2003,2,台中市,男,65以上,1
2003,2,台北市,男,45-54,1
2003,2,台南市,女,35-44,1
2003,2,台南市,男,25-34,1
2003,2,桃園市,男,35-44,1
2003,2,高雄市,男,25-34,1
2003,2,高雄市,男,35-44,2
2003,2,新北市,男,25-34,1
2003,3,台中市,男,25-34,1
2003,3,台中市,男,35-44,1
2003,3,台北市,男,15-24,1
2003,3,台北市,男,25-34,2
2003,3,台北市,男,35-44,1
2003,3,屏東縣,女,0-14,1
2003,3,屏東縣,女,25-34,1
2003,3,屏東縣,男,35-44,1
2003,3,桃園市,男,45-54,1
2003,3,高雄市,男,25-34,2
2003,3,高雄市,男,35-44,2
2003,3,高雄市,男,45-54,1
2003,3,高雄市,男,55-64,1
2003,3,基隆市,男,35-44,1
2003,3,基隆市,男,55-64,1
2003,3,新北市,男,25-34,1
2003,3,新北市,男,45-54,1
2003,3,新北市,男,55-64,1
2003,3,嘉義市,男,25-34,1
2003,3,嘉義縣,男,35-44,1
2003,3,彰化縣,男,35-44,1
2003,4,台中市,女,35-44,2
2003,4,台中市,女,45-54,1
2003,4,台中市,男,15-24,1
2003,4,台中市,男,25-34,2
2003,4,台中市,男,45-54,1
2003,4,台北市,男,25-34,3
2003,4,台北市,男,35-44,1
2003,4,台南市,男,35-44,3
2003,4,南投縣,男,25-34,1
2003,4,屏東縣,男,25-34,1
2003,4,屏東縣,男,35-44,1
2003,4,苗栗縣,男,25-34,1
2003,4,桃園市,男,45-54,1
2003,4,高雄市,男,55-64,1
2003,4,基隆市,男,35-44,1
2003,4,新北市,男,35-44,3
2003,4,新北市,男,65以上,2
2003,4,彰化縣,男,25-34,1
2003,5,台中市,男,45-54,1
2003,5,台北市,男,35-44,1
2003,5,桃園市,男,25-34,1
2003,5,桃園市,男,45-54,1
2003,5,高雄市,女,15-24,1
2003,5,高雄市,男,45-54,1
2003,5,雲林縣,男,25-34,1
2003,5,新北市,男,15-24,1
2003,5,新北市,男,25-34,2
2003,6,台中市,男,35-44,1
2003,6,台北市,男,25-34,3
2003,6,台北市,男,35-44,1
2003,6,台南市,男,25-34,1
2003,6,屏東縣,男,35-44,1
2003,6,苗栗縣,男,25-34,1
2003,6,桃園市,男,25-34,1
2003,6,高雄市,男,35-44,1
2003,6,新北市,女,45-54,1
2003,6,新北市,男,25-34,2
2003,6,新北市,男,65以上,1
2003,6,新竹縣,男,35-44,1
2003,6,嘉義縣,女,35-44,1
2003,6,嘉義縣,男,45-54,1
2003,7,台中市,男,35-44,2
2003,7,台北市,男,25-34,2
2003,7,台北市,男,65以上,1
2003,7,台南市,男,25-34,1
2003,7,台南市,男,35-44,1
2003,7,台南市,男,45-54,1
2003,7,宜蘭縣,女,25-34,1
2003,7,桃園市,女,35-44,1
2003,7,高雄市,男,25-34,1
2003,7,雲林縣,男,35-44,1
2003,7,新北市,男,15-24,1
2003,7,新北市,男,25-34,2
2003,7,新北市,男,45-54,1
2003,7,新北市,男,65以上,2
2003,7,嘉義縣,男,35-44,1
2003,7,彰化縣,男,55-64,1
2003,8,台中市,男,15-24,1
2003,8,台中市,男,25-34,1
2003,8,台中市,男,35-44,1
2003,8,台中市,男,65以上,1
2003,8,台北市,男,25-34,2
2003,8,台北市,男,35-44,1
2003,8,台南市,男,15-24,1
2003,8,台南市,男,45-54,1
2003,8,花蓮縣,男,55-64,1
2003,8,南投縣,男,25-34,1
2003,8,屏東縣,男,25-34,1
2003,8,屏東縣,男,55-64,1
2003,8,桃園市,男,25-34,1
2003,8,桃園市,男,35-44,1
2003,8,高雄市,男,25-34,1
2003,8,高雄市,男,45-54,1
2003,8,高雄市,男,55-64,1
2003,8,新北市,男,15-24,1
2003,8,新北市,男,25-34,2
2003,8,新北市,男,35-44,1
2003,8,新北市,男,45-54,3
2003,8,新竹市,男,35-44,1
2003,9,台中市,男,15-24,1
2003,9,台中市,男,35-44,2
2003,9,台北市,男,25-34,1
2003,9,台北市,男,35-44,1
2003,9,台東縣,男,35-44,1
2003,9,台南市,女,55-64,1
2003,9,台南市,男,25-34,1
2003,9,台南市,男,65以上,1
2003,9,桃園市,男,25-34,1
2003,9,桃園市,男,35-44,1
2003,9,高雄市,男,25-34,2
2003,9,高雄市,男,35-44,1
2003,9,基隆市,男,25-34,1
2003,9,基隆市,男,45-54,1
2003,9,新北市,女,45-54,1
2003,9,新北市,男,25-34,4
2003,9,新北市,男,45-54,2
2003,9,新北市,男,55-64,2
2003,9,嘉義縣,男,35-44,1
2003,9,彰化縣,男,45-54,1
2003,10,台中市,男,25-34,1
2003,10,台北市,男,25-34,1
2003,10,台北市,男,35-44,1
2003,10,台北市,男,55-64,1
2003,10,台東縣,男,35-44,1
2003,10,台南市,男,35-44,1
2003,10,桃園市,女,45-54,1
2003,10,桃園市,男,25-34,1
2003,10,桃園市,男,35-44,1
2003,10,新北市,男,25-34,1
2003,10,新北市,男,35-44,1
2003,10,新竹市,女,35-44,1
2003,11,台中市,男,35-44,2
2003,11,台北市,男,35-44,2
2003,11,台東縣,男,65以上,1
2003,11,屏東縣,男,25-34,1
2003,11,屏東縣,男,35-44,2
2003,11,苗栗縣,男,25-34,1
2003,11,苗栗縣,男,55-64,1
2003,11,高雄市,男,25-34,2
2003,11,高雄市,男,35-44,1
2003,11,基隆市,男,45-54,1
2003,11,新北市,男,15-24,1
2003,11,新北市,男,25-34,2
2003,11,新北市,男,65以上,2
2003,12,台中市,男,25-34,1
2003,12,台中市,男,45-54,1
2003,12,台北市,女,25-34,1
2003,12,台北市,男,15-24,1
2003,12,台北市,男,35-44,1
2003,12,花蓮縣,男,35-44,1
2003,12,屏東縣,男,35-44,1
2003,12,桃園市,女,45-54,1
2003,12,桃園市,男,15-24,1
2003,12,桃園市,男,25-34,2
2003,12,桃園市,男,35-44,1
2003,12,高雄市,男,25-34,1
2003,12,高雄市,男,45-54,2
2003,12,基隆市,男,35-44,1
2003,12,新北市,男,25-34,2
2003,12,新北市,男,35-44,3
2003,12,彰化縣,男,15-24,1
2003,12,彰化縣,男,55-64,1
2004,1,台中市,男,15-24,2
2004,1,台中市,男,25-34,1
2004,1,台中市,男,45-54,1
2004,1,台中市,男,55-64,1
2004,1,台北市,男,15-24,2
2004,1,台北市,男,35-44,2
2004,1,台南市,男,25-34,1
2004,1,花蓮縣,男,25-34,1
2004,1,南投縣,男,35-44,1
2004,1,南投縣,男,65以上,1
2004,1,屏東縣,男,35-44,2
2004,1,桃園市,女,35-44,1
2004,1,桃園市,男,25-34,1
2004,1,高雄市,男,35-44,2
2004,1,高雄市,男,65以上,1
2004,1,雲林縣,男,25-34,1
2004,1,新北市,男,25-34,1
2004,1,新北市,男,35-44,1
2004,2,台北市,男,35-44,1
2004,2,台南市,男,45-54,1
2004,2,宜蘭縣,男,25-34,1
2004,2,花蓮縣,男,45-54,1
2004,2,南投縣,男,25-34,2
2004,2,桃園市,男,25-34,1
2004,2,高雄市,男,25-34,1
2004,2,高雄市,男,65以上,1
2004,2,雲林縣,男,55-64,1
2004,2,新北市,男,25-34,2
2004,2,新北市,男,45-54,2
2004,2,新北市,男,55-64,1
2004,2,新竹市,男,55-64,1
2004,2,新竹縣,男,25-34,1
2004,2,嘉義市,男,25-34,1
2004,2,嘉義縣,男,35-44,1
2004,2,彰化縣,男,25-34,1
2004,3,台南市,女,35-44,1
2004,3,台南市,男,25-34,1
2004,3,台南市,男,35-44,2
2004,3,南投縣,男,25-34,1
2004,3,桃園市,男,15-24,1
2004,3,桃園市,男,35-44,1
2004,3,桃園市,男,55-64,1
2004,3,高雄市,男,25-34,1
2004,3,基隆市,男,65以上,1
2004,3,新北市,男,35-44,1
2004,3,新北市,男,65以上,1
2004,3,彰化縣,女,65以上,1
2004,3,彰化縣,男,25-34,2
2004,4,台北市,男,15-24,1
2004,4,台北市,男,25-34,2
2004,4,台北市,男,35-44,2
2004,4,台北市,男,45-54,1
2004,4,台南市,女,15-24,1
2004,4,台南市,男,25-34,1
2004,4,屏東縣,男,55-64,1
2004,4,苗栗縣,男,45-54,1
2004,4,桃園市,男,25-34,3
2004,4,桃園市,男,35-44,2
2004,4,桃園市,男,45-54,4
2004,4,桃園市,男,55-64,1
2004,4,高雄市,男,45-54,2
2004,4,高雄市,男,65以上,1
2004,4,雲林縣,男,35-44,1
2004,4,新北市,女,25-34,1
2004,4,新北市,男,35-44,5
2004,4,新北市,男,45-54,1
2004,4,新竹市,男,15-24,1
2004,4,新竹市,男,35-44,2
2004,4,新竹市,男,45-54,1
2004,4,彰化縣,男,55-64,1
2004,5,台中市,女,25-34,1
2004,5,台中市,男,35-44,1
2004,5,台中市,男,55-64,1
2004,5,台北市,男,25-34,1
2004,5,台北市,男,35-44,3
2004,5,台南市,女,55-64,1
2004,5,台南市,男,25-34,1
2004,5,台南市,男,35-44,1
2004,5,台南市,男,45-54,1
2004,5,宜蘭縣,男,45-54,1
2004,5,花蓮縣,男,35-44,1
2004,5,桃園市,女,35-44,1
2004,5,桃園市,女,45-54,1
2004,5,高雄市,男,25-34,1
2004,5,高雄市,男,55-64,1
2004,5,新北市,男,35-44,2
2004,5,新竹縣,男,55-64,1
2004,5,嘉義縣,男,65以上,1
2004,5,彰化縣,男,25-34,1
2004,6,台北市,男,25-34,2
2004,6,台南市,男,25-34,1
2004,6,花蓮縣,男,25-34,3
2004,6,花蓮縣,男,35-44,1
2004,6,屏東縣,男,25-34,1
2004,6,桃園市,女,25-34,1
2004,6,高雄市,男,15-24,1
2004,6,高雄市,男,25-34,2
2004,6,高雄市,男,35-44,2
2004,6,新北市,男,25-34,1
2004,6,新北市,男,35-44,2
2004,6,新北市,男,55-64,2
2004,6,新竹市,男,25-34,1
2004,7,台北市,女,45-54,1
2004,7,台東縣,男,25-34,1
2004,7,台南市,男,25-34,1
2004,7,台南市,男,35-44,1
2004,7,台南市,男,65以上,1
2004,7,屏東縣,男,35-44,1
2004,7,屏東縣,男,45-54,1
